127.0.0.1 - - [15/Mar/2023:11:47:03 +0100] "GET / HTTP/1.1" 404 681
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:04 +0100] "GET /test/Chat HTTP/1.1" 200 2589
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:05 +0100] "GET /favicon.ico HTTP/1.1" 404 692
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:05 +0100] "GET /test/chatroom/null HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:16 +0100] "GET /test/login HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:16 +0100] "GET /test/login HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:16 +0100] "GET /login.css HTTP/1.1" 404 690
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:17 +0100] "GET /login.css HTTP/1.1" 404 690
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:19 +0100] "GET /test/login HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:19 +0100] "GET /login.css HTTP/1.1" 404 690
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:20 +0100] "GET /test/login HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:21 +0100] "GET /login.css HTTP/1.1" 404 690
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:26 +0100] "POST /test/login HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:26 +0100] "GET /login.css HTTP/1.1" 404 690
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:31 +0100] "POST /test/login HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:47:31 +0100] "GET /login.css HTTP/1.1" 404 690
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:48:01 +0100] "POST /test/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:48:01 +0100] "GET /test/Chat?pseudo=mohamed HTTP/1.1" 200 2667
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:48:01 +0100] "GET /test/chatroom/mohamedfatehialhabib@gmail.com HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:48:09 +0100] "POST /test/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:48:09 +0100] "GET /test/Chat?pseudo=mohamed HTTP/1.1" 200 2637
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:48:09 +0100] "GET /test/chatroom/simosins78@gmail.com HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:48:19 +0100] "POST /test/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:48:19 +0100] "GET /test/Chat?pseudo=mohamed HTTP/1.1" 200 2682
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:48:19 +0100] "GET /test/chatroom/mohamedalhabib.fatehi@etu.uae.ac.ma HTTP/1.1" 101 -
