127.0.0.1 - - [20/Jun/2023:18:10:23 +0200] "GET / HTTP/1.1" 404 681
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:10:23 +0200] "GET /test/SignIn HTTP/1.1" 200 11785
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:10:24 +0200] "GET /test/resources/css/login.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:10:24 +0200] "GET /favicon.ico HTTP/1.1" 404 692
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:10:29 +0200] "POST /test/SignIn HTTP/1.1" 200 11852
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:10:29 +0200] "GET /test/resources/css/login.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:10:34 +0200] "POST /test/SignIn HTTP/1.1" 200 11852
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:10:34 +0200] "GET /test/resources/css/login.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:18 +0200] "POST /test/SignIn HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:18 +0200] "GET /test/ContactsServlet HTTP/1.1" 200 13190
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:18 +0200] "GET /test/javascript/users.js HTTP/1.1" 404 713
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:18 +0200] "-" 400 1905
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:18 +0200] "-" 400 1905
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:18 +0200] "GET /test/ImageProfileServlet HTTP/1.1" 200 91093
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:18 +0200] "GET /test/BackgroundServlet HTTP/1.1" 200 281023
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:20 +0200] "GET /test/chat?withClientId=jaafar@gmail.com HTTP/1.1" 200 23128
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:21 +0200] "GET /test/chatroom/mohamed@gmail.com HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:28 +0200] "GET /test/chat?withClientId=jaafar@gmail.com HTTP/1.1" 200 23115
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:28 +0200] "GET /test/ImageProfileServlet HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:28 +0200] "GET /test/BackgroundServlet HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:28 +0200] "GET /test/chatroom/null HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:28 +0200] "GET /favicon.ico HTTP/1.1" 404 692
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:38 +0200] "GET /test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:38 +0200] "GET /test/ HTTP/1.1" 404 690
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:49 +0200] "GET /test/SignIn HTTP/1.1" 200 11785
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:50 +0200] "GET /test/resources/css/login.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:53 +0200] "POST /test/SignIn HTTP/1.1" 200 11852
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:53 +0200] "GET /test/resources/css/login.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [20/Jun/2023:18:11:58 +0200] "POST /test/SignIn HTTP/1.1" 302 -
